No,Lat,Long,NRE,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA_MODIS,LNC_MODIS,LPC_MODIS,Vcmax,fLNR,EM_tree,AM_tree
833,43.867,-91.85,39.49,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
834,43.867,-91.85,NaN,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
835,43.867,-91.85,17.14,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
836,43.867,-91.85,15.65,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
837,43.867,-91.85,40.98,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
838,43.867,-91.85,16.39,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
839,43.867,-91.85,12.67,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
840,43.867,-91.85,12.67,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
841,43.867,-91.85,NaN,7.264771,1157.461,817,49.12472,7803,702.8168,0.4583333,154.1833,13.29167,2.041667,0.1424,1.33,6.6,15,69,16,19,12.1,1.5,400,85.245,9.14138,0.1927986,4994,1.875926,0.434,0.1103809,0.3094768,14.83072,3.270616,NaN,57.15126,22.794,0.5955145,0.4043148
842,41.167,-6.083,19.5,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
843,41.167,-6.083,37.25,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
844,41.167,-6.083,30.55,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
845,41.167,-6.083,24.59,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
846,41.167,-6.083,32.04,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
847,41.167,-6.083,36.66,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
848,41.167,-6.083,24.18,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
849,41.167,-6.083,24.18,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
850,41.167,-6.083,37.44,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
851,41.167,-6.083,29.01,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
852,41.167,-6.083,49.39,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
853,41.167,-6.083,35.28,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
854,41.167,-6.083,48.61,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
855,41.167,-6.083,54.1,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
856,41.167,-6.083,39.2,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
857,41.167,-6.083,32.93,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
858,41.167,-6.083,36.66,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
859,41.167,-6.083,29.01,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
860,41.167,-6.083,31.36,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
861,41.167,-6.083,38.42,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
862,41.167,-6.083,18.82,12.21272,585.5725,1009,53.78159,7509,540.4753,0.7833334,183.175,18.93333,7.3,0.0678,1.13,5.5,35,44,20,40,104.1,0.9,600,89.8648,15.6771,0.1542093,0,NaN,0.348,0.05230514,0.2939029,12.00379,13.47251,1.186353,76.91362,25.62812,0.9834945,0.01571247
863,40.486,-4.087,28.49,14.7971,672.8586,335,35.67947,2142,385.2313,1.008333,188.7833,21.4,10,0.1749,1.34,6.7,49,24,24,29,10.4,0.9,500,111.077,19.8789,0.1310339,0,NaN,0.383,0.09390855,0.2851067,12.06191,12.15561,1.486795,54.11647,15.40812,0.9882566,0.01184647
864,40.486,-4.087,21.51,14.7971,672.8586,335,35.67947,2142,385.2313,1.008333,188.7833,21.4,10,0.1749,1.34,6.7,49,24,24,29,10.4,0.9,500,111.077,19.8789,0.1310339,0,NaN,0.383,0.09390855,0.2851067,12.06191,12.15561,1.486795,54.11647,15.40812,0.9882566,0.01184647
865,40.486,-4.087,24.82,14.7971,672.8586,335,35.67947,2142,385.2313,1.008333,188.7833,21.4,10,0.1749,1.34,6.7,49,24,24,29,10.4,0.9,500,111.077,19.8789,0.1310339,0,NaN,0.383,0.09390855,0.2851067,12.06191,12.15561,1.486795,54.11647,15.40812,0.9882566,0.01184647
866,40.486,-4.087,19.45,14.7971,672.8586,335,35.67947,2142,385.2313,1.008333,188.7833,21.4,10,0.1749,1.34,6.7,49,24,24,29,10.4,0.9,500,111.077,19.8789,0.1310339,0,NaN,0.383,0.09390855,0.2851067,12.06191,12.15561,1.486795,54.11647,15.40812,0.9882566,0.01184647
867,40.486,-4.087,21.59,14.7971,672.8586,335,35.67947,2142,385.2313,1.008333,188.7833,21.4,10,0.1749,1.34,6.7,49,24,24,29,10.4,0.9,500,111.077,19.8789,0.1310339,0,NaN,0.383,0.09390855,0.2851067,12.06191,12.15561,1.486795,54.11647,15.40812,0.9882566,0.01184647
868,62.783,30.967,57.29,2.074781,960.1293,664,32.18789,10274,404.2445,0.2666667,102.1833,6.583333,-0.7583333,0.5043,0.81,4.4,63,21,14,29,202.4,11.9,700,486.144,71.5238,NaN,4470,1.299855,0.463,0.03928156,0.3527486,10.09242,15.33134,0.9528816,50.22848,9.499694,0.9999566,0.001489858
869,62.783,30.967,61.31,2.074781,960.1293,664,32.18789,10274,404.2445,0.2666667,102.1833,6.583333,-0.7583333,0.5043,0.81,4.4,63,21,14,29,202.4,11.9,700,486.144,71.5238,NaN,4470,1.299855,0.463,0.03928156,0.3527486,10.09242,15.33134,0.9528816,50.22848,9.499694,0.9999566,0.001489858
870,62.783,30.967,53.64,2.074781,960.1293,664,32.18789,10274,404.2445,0.2666667,102.1833,6.583333,-0.7583333,0.5043,0.81,4.4,63,21,14,29,202.4,11.9,700,486.144,71.5238,NaN,4470,1.299855,0.463,0.03928156,0.3527486,10.09242,15.33134,0.9528816,50.22848,9.499694,0.9999566,0.001489858
871,41.767,2.35,25.74,12.56185,583.631,779,21.93159,5827,693.6917,0.6333333,175.8583,17.34167,10.075,0.1981,1.35,8.2,46,33,22,34,65.7,1.2,600,104.318,18.0881,NaN,13148,1.070363,0.705,0.05819477,0.338569,9.385346,13.39446,1.009225,64.0519,15.2535,0.9441277,0.04958907
872,29.117,79.367,50.65,24.00011,611.584,1701,126.7974,9158,916.1065,1.425,210.5,29.84167,18.59167,0.0652,1.37,6.6,62,24,14,37,1.5,1.1,600,91.9831,14.7161,0.1621738,9446,1.128876,0.653,0.1375858,0.316358,13.55212,12.40958,1.148499,82.06434,17.85636,0.662502,0.3276202
873,29.117,79.367,50.02,24.00011,611.584,1701,126.7974,9158,916.1065,1.425,210.5,29.84167,18.59167,0.0652,1.37,6.6,62,24,14,37,1.5,1.1,600,91.9831,14.7161,0.1621738,9446,1.128876,0.653,0.1375858,0.316358,13.55212,12.40958,1.148499,82.06434,17.85636,0.662502,0.3276202
874,64.35,19.767,37.92,1.672635,916.4215,613,34.027,10374,322.6117,0.25,98.49167,7.016667,-1.708333,0.3704,0.85,4.5,47,37,14,27,128.8,7,800,534.939,86.9302,NaN,5481,0.7582597,0.486,0.03591468,0.3663366,10.9327,15.54156,0.9364862,56.52773,10.28233,0.9973367,0.003547262
875,41.25,1,40.56,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
876,41.25,1,35.1,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
877,41.25,1,31.98,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
878,41.25,1,25.74,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
879,41.25,1,36.66,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
880,41.25,1,34.32,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
881,41.25,1,26.52,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
882,41.25,1,11.7,14.96221,564.2892,546,33.30968,3919,525.8782,0.7083333,177.625,19.9,12.26667,0.1625,1.41,7.8,38,42,20,34,6.7,0.9,600,96.4905,15.4856,NaN,0,NaN,0.361,0.0786259,0.2910352,11.36213,3.936486,NaN,NaN,NaN,0.9595309,0.03352692
883,19.475,-155.608,48.61,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
884,19.475,-155.608,42.34,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
885,19.475,-155.608,41.55,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
886,19.475,-155.608,23.52,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
887,19.475,-155.608,42.34,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
888,19.475,-155.608,34.5,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
889,19.475,-155.608,42.34,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
890,19.475,-155.608,37.63,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
891,19.475,-155.608,21.95,13.69249,127.2584,1556,20.77078,7673,858.1251,0.325,212.8083,16.75,8,0.3308,0.97,5.7,53,33,13,32,119.9,6.5,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3130236,9.875331,5.575254,1.130143,NaN,NaN,0.1529654,0.7916881
892,33.450529,-88.777619,47.82,16.80921,760.3751,1395,20.82499,9463,797.1692,0.7833334,183.1333,23.53333,11.24167,0.0404,1.54,5.5,77,13,9,21,6.4,0.5,400,68.7969,12.1346,0.1422995,2643,1.957037,0.685,0.0710834,0.3373284,13.40334,16.4449,1.153827,48.37249,12.25914,0.6541668,0.3440653
893,-42.117,-71.067,14.16,8.953271,486.3503,684,60.49913,5317,420.2978,0.6,171.1583,15.54167,2.816667,0.2165,1.14,7.8,73,15,12,30,9.4,0.9,500,97.0263,12.8896,0.15004,6696,0.9921386,0.443,0.006911824,0.3160568,10.02025,15.95029,1.48138,78.01807,18.5606,0.676485,0.3160399
894,-42.117,-71.067,20.12,8.953271,486.3503,684,60.49913,5317,420.2978,0.6,171.1583,15.54167,2.816667,0.2165,1.14,7.8,73,15,12,30,9.4,0.9,500,97.0263,12.8896,0.15004,6696,0.9921386,0.443,0.006911824,0.3160568,10.02025,15.95029,1.48138,78.01807,18.5606,0.676485,0.3160399
895,-42.117,-71.067,22.35,8.953271,486.3503,684,60.49913,5317,420.2978,0.6,171.1583,15.54167,2.816667,0.2165,1.14,7.8,73,15,12,30,9.4,0.9,500,97.0263,12.8896,0.15004,6696,0.9921386,0.443,0.006911824,0.3160568,10.02025,15.95029,1.48138,78.01807,18.5606,0.676485,0.3160399
896,32.667,-80.667,37.63,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
897,32.667,-80.667,43.9,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
898,32.667,-80.667,27.44,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
899,32.667,-80.667,36.06,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
900,32.667,-80.667,46.26,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
901,32.667,-80.667,34.5,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
902,32.667,-80.667,38.42,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
903,32.667,-80.667,26.66,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
904,32.667,-80.667,29.79,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
905,32.667,-80.667,37.63,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
906,32.667,-80.667,33.71,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
907,32.667,-80.667,34.5,18.22835,672.8709,1288,29.44741,8159,939.8524,0.8416666,188.8917,25.10833,12.61667,0.0751,1.48,5.1,73,18,9,25,20,1.9,400,126.302,32.9179,NaN,16727,1.589507,0.703,0.07942396,0.3401543,14.51998,16.77227,1.106429,51.27708,13.29681,0.6551855,0.3458146
908,40.117,-88.2,31.91,10.65244,1024.756,977,26.48453,8292,763.7113,0.55,159.925,16.69167,5.95,0.1746,1.32,6.6,15,64,21,18,26.8,1.9,500,116.925,16.9581,0.1599186,3968,2.288411,0.405,0.1307751,NaN,NaN,NaN,NaN,67.51553,25.67,0.4765222,0.516359
909,34.917,135.967,31.74,15.10797,831.5497,1472,50.32097,11216,801.4812,0.825,157.825,21.025,11.44167,0.1336,1.21,5.1,38,27,32,32,21.6,1.8,600,90.6699,14.5199,0.1757706,0,NaN,NaN,0.1039665,0.3217746,12.10443,7.853637,1.319175,NaN,NaN,0.7526664,0.2488986
910,34.917,135.967,50.36,15.10797,831.5497,1472,50.32097,11216,801.4812,0.825,157.825,21.025,11.44167,0.1336,1.21,5.1,38,27,32,32,21.6,1.8,600,90.6699,14.5199,0.1757706,0,NaN,NaN,0.1039665,0.3217746,12.10443,7.853637,1.319175,NaN,NaN,0.7526664,0.2488986
911,34.917,135.967,47.53,15.10797,831.5497,1472,50.32097,11216,801.4812,0.825,157.825,21.025,11.44167,0.1336,1.21,5.1,38,27,32,32,21.6,1.8,600,90.6699,14.5199,0.1757706,0,NaN,NaN,0.1039665,0.3217746,12.10443,7.853637,1.319175,NaN,NaN,0.7526664,0.2488986
912,34.917,135.967,54.98,15.10797,831.5497,1472,50.32097,11216,801.4812,0.825,157.825,21.025,11.44167,0.1336,1.21,5.1,38,27,32,32,21.6,1.8,600,90.6699,14.5199,0.1757706,0,NaN,NaN,0.1039665,0.3217746,12.10443,7.853637,1.319175,NaN,NaN,0.7526664,0.2488986
913,34.917,135.967,56.99,15.10797,831.5497,1472,50.32097,11216,801.4812,0.825,157.825,21.025,11.44167,0.1336,1.21,5.1,38,27,32,32,21.6,1.8,600,90.6699,14.5199,0.1757706,0,NaN,NaN,0.1039665,0.3217746,12.10443,7.853637,1.319175,NaN,NaN,0.7526664,0.2488986
914,35.5641,-79.441,45.08,14.9058,779.102,1176,12.38615,8373,859.5219,0.8166667,177.2917,22.2,9.483334,0.0496,1.57,5.1,76,17,7,20,9.3,1.2,400,68.8184,12.2293,0.1227801,7361,2.891433,0.707,0.09873906,0.330757,14.28673,17.38903,1.331808,61.19246,21.1171,0.6000944,0.3597504
915,35.5641,-79.441,31.36,14.9058,779.102,1176,12.38615,8373,859.5219,0.8166667,177.2917,22.2,9.483334,0.0496,1.57,5.1,76,17,7,20,9.3,1.2,400,68.8184,12.2293,0.1227801,7361,2.891433,0.707,0.09873906,0.330757,14.28673,17.38903,1.331808,61.19246,21.1171,0.6000944,0.3597504
916,35.5641,-79.441,41.55,14.9058,779.102,1176,12.38615,8373,859.5219,0.8166667,177.2917,22.2,9.483334,0.0496,1.57,5.1,76,17,7,20,9.3,1.2,400,68.8184,12.2293,0.1227801,7361,2.891433,0.707,0.09873906,0.330757,14.28673,17.38903,1.331808,61.19246,21.1171,0.6000944,0.3597504
